8/25/17 8:11:07,94:10:3e:2b:7a:55,Set state: On
8/25/17 8:12:54,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/25/17 8:14:06,b4:75:0e:0d:94:65,Set state: On
8/25/17 8:15:32,14:91:82:c8:6a:09,Set state: On
8/25/17 8:17:14,14:91:82:24:dd:35,Set state: On
8/25/17 8:18:13,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 8:21:16,60:38:e0:ee:7c:e5,Set state: On
8/25/17 8:24:33,b4:75:0e:0d:33:d5,Set state: On
8/25/17 8:26:36,14:91:82:c8:6a:09,Set state: Off
8/25/17 8:26:46,b4:75:0e:0d:94:65,Set state: Off
8/25/17 8:27:14,60:38:e0:ee:7c:e5,Set state: Off
8/25/17 8:27:25,94:10:3e:2b:7a:55,Set state: Off
8/25/17 8:28:04,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/25/17 8:28:15,b4:75:0e:0d:33:d5,Set state: Off
8/25/17 8:28:44,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 8:29:01,14:91:82:24:dd:35,Set state: Off
8/25/17 9:45:01,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 9:55:21,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:31:30,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:36:09,60:38:e0:ee:7c:e5,Set state: On
8/25/17 19:39:09,b4:75:0e:0d:94:65,Set state: On
8/25/17 19:42:06,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:42:17,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:43:07,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:44:09,14:91:82:24:dd:35,Set state: On
8/25/17 19:45:07,94:10:3e:2b:7a:55,Set state: On
8/25/17 19:47:05,b4:75:0e:0d:33:d5,Set state: On
8/25/17 19:48:16,14:91:82:c8:6a:09,Set state: On
8/25/17 19:49:21,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:51:01,14:91:82:24:dd:35,Set state: Off
8/25/17 19:51:45,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:52:39,b4:75:0e:0d:94:65,Set state: Off
8/25/17 19:52:44,60:38:e0:ee:7c:e5,Set state: Off
8/25/17 19:52:53,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/25/17 19:55:11,b4:75:0e:0d:33:d5,Set state: Off
8/25/17 19:55:48,94:10:3e:2b:7a:55,Set state: Off
8/25/17 19:55:55,14:91:82:c8:6a:09,Set state: Off
8/25/17 19:56:54,ec:1a:59:e4:fd:41,Motion Sensor: Detected